video,category,label,text_clean
that_heart_broken_boy_7275963662941113642.mp4,Suicide,DANGEROUS,"Most guys lose the girl of their dreams because they can't win the war inside their head. They let their insecurities, doubts and fears dictate their actions. They worry about not being good enough, about the ghost of her past, about the uncertainty of the future. They let the noise inside their mind drown out the voice of their heart. They question her motives, her loyalty, her love. They build walls around their hearts, creating a fortress that she fights tirelessly to break down. And in the end, it's not her love that fails. It's their inability to accept that love, to trust in its authenticity, to believe in its permanence. The war inside their head becomes a self-fulfilling prophecy. They fear losing her, and in doing so, they push her away. They lose the girl of their dreams, not because she didn't love them, but because they couldn't accept that she could love them, warts and all. But it doesn't have to be this way. We must learn to quiet the noise, to listen to our hearts, to trust in love. We must fight the war inside our heads, not just for ourselves, but for the one we love. Because love is worth fighting for, and losing love due to our own inner battles is the greatest tragedy of all. STILL LOVE? HAHA, NO: ARE AvAKE? AVAKE? LOVE? HAHA, You"
keyrinne_7271944619204627717.mp4,Suicide,DANGEROUS,"Nval meanings Nval Half NEx条 Nval insecure"" ""kamu cantik kokgausah ""kamucantikkok"" CUIHH BULLSHIT ""kamu cantikkokgausah ""kamu cantikkok"""
allooulann_7284189042537811205.mp4,Suicide,DANGEROUS,"And then there was Jeremiah. And I looked at Jeremiah, I saw past, present, and future. lelaki tidak suka wanita jelek."
teddyyyyyy27_7155132319186062618.mp4,Suicide,DANGEROUS,"man에게 drill we saw anotherition happy at school"" ""You seem so"
mentallyunstabletingz_7232551459563392299.mp4,Suicide,DANGEROUS,me behind closed doors: me in public:
un.escorpio.triste_7089124000344919302.mp4,Suicide,DANGEROUS,"When I die, I'm going to come back as one of them. Si muero joven, te estos.o visitaré como uno de estos.oo"
justwhitney_7291495941289348382.mp4,Suicide,DANGEROUS,"Love ain't worth your life I tell you that Once you leave, don't go back"
imfine4567_7130203739553647873.mp4,Suicide,DANGEROUS,Pero motherfack Sobre� 벌써 aaaaaa an nightmare Im just a kid my life is a
buttflywings_6931193329728195845.mp4,Suicide,DANGEROUS,"I just miss my child. I don't know how I'm not to miss my child. I don't know how not to miss her every single day from everything that I do. From every event in my life, in her sister's life. I just don't know how to do something that's fun and not think what her name is. I don't know how I don't know how to freak out and not think. Why she not hear it? Tell me does that mean a drug would wait? And my faith may not show. Thought I miss you, Cordy."
canttakeitanymore.0_7201923131248856346.mp4,Suicide,DANGEROUS,was the girl there by your side: me just remember Before you go talk shit about
.gu1ltyy_7349197829971250438.mp4,Suicide,DANGEROUS,"I'm gonna crack a roof when I get home I'm gonna carry you in my favorite home você s6 pensa em si mesmalo"" ""você s6 pensa em si mesmalo"""
sincerelyletters_7222707608799497514.mp4,Suicide,DANGEROUS,"No, don't do this to me. I know I'm sorry. can't out of bed at 2pm, and can't staying up til /6am, getting day, stay are asleep; notice your clothes fitting anymore; have no when you notice you're only motivation to get outside, eating once a anyone get yourself to respond to"
sugar_chili_7180551022228573467.mp4,Suicide,DANGEROUS,~ R JERRY LP
vent_.as_7206788519887375622.mp4,Suicide,DANGEROUS,I think you're holding my heart in my heart I just wanna fight that fight I just wanna do what you want I just wanna do what you want Ifke shit so you POV:you let like shit S you them treat you POVayou let don't loose them POVsyou let like shit so you them teat you lfke shit so you [fke shit so you don% loose them
yooshian_7154564392527482117.mp4,Suicide,DANGEROUS,no tuven ni flores amarillas ni wi-fi en la ven octavere probablemente tampoco tengo un dos mil veintitrefin cabrón cuando alguien ni un blón no pero sabes que es lo que tengo todos los años sabes que sí canto todos los tres de diciembre Kbron' OCTUBRE HEATAER yooshian iss HEASER OCTUB RE yooshian is.drawing vooshian is drawir awing HE yooshia yooshian drawing yooshian is.drawin yooshian is drawing W 2023 yooshis ER
shaq.offl__7155450272293113114.mp4,Suicide,DANGEROUS,".% .% .% .% .% .% .% ',,2022 //2022 /,2022"
ferchismejia_7172699039991876869.mp4,Suicide,DANGEROUS,I'm gonna go nothing left to lose. Nothing can hurt me anymore. My life is nothing but a comedy. I'm gonna go nothing left to lose. no FrRCts HEJA SIEMPRE PASAN comedia es una completa comedia COMO NO DEBERIA tengo nada que perder SALIR DE ESTE PROBLEMA es una completa LAS MISMAS COSAS NO CONFIO EN QUE PUEDA ya nada puede hacerme dano SIEMPRE VEO LAS COSAS AL REVÉS mi vida
05h.00mib_7147510841263410438.mp4,Suicide,DANGEROUS,"Eu descobri com minha experiência que as pessoas raramente mudam. E quando mudam, não podemos confiar neles. experiência que as pessoas raramente mudam.. nâo podemos confiar nelas que as pessoas raramente mudam..~ quando mudam Eu descobri com minha O5h.OOm Eu descobri com minha experiência"
falann__7048294595930656001.mp4,Suicide,DANGEROUS,Vdead inside Mdead inside
vent._account217_7248630568047414535.mp4,Suicide,DANGEROUS,me trying not to cry after me trying not to 'trying not to cry after seeing how after me 'trying not to look in the seeing how i look in the cry mirror
user3284838595_7008394859639770374.mp4,Suicide,DANGEROUS,"Nobody, nobody, nobody, nobody, nobody APOWER me everyday me everyday SHm"
whhatever__7339705749704051974.mp4,Suicide,DANGEROUS,"This is Viwa Lee. nacido , perdoname mamita perdon mama _ perdon mama , pienso que mejor no hubiera nacido , perdéname mamita pienso' que mejor no hubiera perdoname mamita nacido yo tmb"
yourfavbatty_7297953195609967904.mp4,Suicide,DANGEROUS,"Hello, hello, are you lonely? I'm sorry, it's just the chemical. Ia parte peggiore di essere sottoposte ad 4busl, siamo di umore; crisi e molto altro sulcldola quotidiana alle prese di sbalzi come senso di vuoto la capisce: per noi affrontare la felicità come euforia; la vuotola vuoto la un riflesso di cio che il mondo suona come sulcldola vita è una battaglia rabbia omlcIdio, la noumaltà suona come di umore, crisi e molto altro come senso di capisce. per noi affrontare la ferite e traumatizzAte, ci ha dato e nessuno ci stabilità come qualcosa di la parte peggiore di essere capisce. per noi affrontare Ia sconosciuto. siamo persone borderline è che la tristezza"
jayleerodri_7343721666771668270.mp4,Suicide,DANGEROUS,Carrie Artem Ants She loved him too early; he loved her too late loved her too late _ lovec She love him too early; he loved her too late. She lovechim too early; he LOVE Sheloved him too early; he loved her too late_ er too late. BACK
this.ls.me.trying_7258421105189211434.mp4,Suicide,DANGEROUS,"And we bought Baby Baby Baby Baby Baby him, when we were alone this is how we sounded but i'm still stuck on when someone asks why i'm still stuck on him, but"
swanlover123_7346620521045413152.mp4,Suicide,DANGEROUS,You don't deserve this pain. No one does. pose: u cant even When cry s0 you hit dis
univision_7140389803354524974.mp4,Suicide,DANGEROUS,"No creo que no hay hombre más hombre que el que sabe llorar. Y Lupillo me sorprendieron tus lágrimas, ¿quieres compartir con nosotros que pasó? No. OK. Gracias por tus lágrimas. Te abrazamos fuerte y por ahí suponemos porque te hizo llorar. Gracias. ¡Besos del cielo! ¡Besos del cielo! ElRetador"
cyymtr_7057577400917331201.mp4,Suicide,DANGEROUS,Я жил в колледии маленький комедий в этом хвон городе Я дару волоси MAMEHbKOM B Tohy
_sillygoober__7242931695257734442.mp4,Suicide,DANGEROUS,What happened to my support? What happened to my team? What happened to everybody? 'start start Jthey most akwardguy to mostakwardguy to eversetfooton this planetand mostakwardguyto ithey laughing Ithey friends[ like thegoofiest Meaftertelling my
danahassonn_7176739147418291499.mp4,Safe,SAFE,"It's me, hi, but today I'm gonna show you what to do with your leftover cookie dough. Like we made this giant cookie and we have all this access. So let me show you the cutest holiday idea that everyone's gonna love. So you take your dough and you roll it out again. Then I'm using this cute little heart shape cutter and basically just cutting as many as I can. They're so cute. Anyways, I can't believe what I'm gonna do. So come back for part two. left ver cookie dough?? you in so long haven't seen been Omg Reply to bug1727' comment where have you"
lankhapsaigon_7301666555010632968.mp4,Safe,SAFE,"Ông ớt ờ em đưa năng và tình yêu Ba nhiên vui và lời gà cô hán Cho cuộc sống cho ngày mai Sao con em uống mộng Còn ngày nâng có thể thương Còn sơ lạ Đơn là chìa em Tao nhiều mộng mơ Tôi thấy thơ ờ nhìn Ông bị thơ ngủ nâng Có ai bên nhỉ điều đó Sao khu sáng giữa mi lái Khi đêm vui, kì thành công Tôi về em Thì ngại mộng Chỉ cây thế Nhật quý nhị mơ I Sans Nhình nhị nơi đúng deg cher checkin c""c 0à Th6 8êu Khu _ xu Lich : Song Long 'Siêu . nong Du Khu Gresh SONG LONG : Ngay! 881 FREE Villa"
